Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Income_imp,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Widow,Age,Child,MntTotal,Recency_u50,TotalPurchses,Enr_year,Enr_quarter,Enr_month,Log_Income,Interaction_1,Interaction_2,Interaction_3,Interaction_4,Interaction_5,Interaction_6,Tree_1,Tree_2,Tree_3,Response
1960,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,0,0,0,0,1,0,0,0,1,0,63,0,93,1,6,2014,1,2,10.38028058155791,2790,93,2511,30,810,27,0,0,0,1
1963,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,0,0,1,0,1,0,0,60,1,1241,1,18,2012,4,10,11.305901295535902,44676,3723,21097,108,612,51,1,0,0,1
1971,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,1,0,0,0,1,0,0,52,1,318,1,12,2013,1,1,10.451608961045816,4770,636,2544,30,120,16,0,0,0,1
1970,81205.0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,0,0,0,1,0,0,0,1,0,0,53,0,2009,1,18,2014,1,1,11.304732100608703,261170,12054,86387,780,5590,258,1,0,0,1
1990,64509.0,0,0,19,836,185,575,24,25,77,1,6,3,9,4,0,0,0,1,0,0,0,0,1,0,33,0,1722,1,18,2013,3,8,11.074560027933499,132594,5166,32718,231,1463,57,0,0,0,1
1947,91712.0,0,0,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,0,0,1,0,0,0,1,0,76,0,2217,1,27,2013,4,10,11.426408511187844,106416,15519,104199,336,2256,329,0,0,0,1
1986,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,0,0,0,1,0,0,0,0,1,0,37,1,27,1,3,2012,4,10,10.187763831853076,243,0,1080,0,360,0,0,0,1,1
1970,75345.0,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,0,1,0,0,0,1,0,53,0,2087,1,19,2013,1,2,11.229832844852254,277571,16696,33392,1064,2128,128,0,0,0,1
1986,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,0,0,0,1,0,0,0,0,1,0,37,1,27,1,3,2012,4,10,10.187763831853076,243,0,1080,0,360,0,0,0,1,1
1961,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,1,0,0,0,1,0,0,62,0,1574,1,13,2013,4,11,11.07069263266985,47220,7870,1574,150,30,5,1,0,0,1
1987,95169.0,0,0,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,0,0,0,1,0,0,1,0,36,0,1901,1,11,2013,3,9,11.463409537498313,38020,5703,1901,60,20,3,0,0,0,1
1987,74004.0,0,0,5,784,48,560,42,176,48,1,4,6,4,3,0,0,0,0,0,1,0,0,1,0,36,0,1658,1,14,2014,1,2,11.211874424779493,79584,9948,8290,288,240,30,0,0,0,1
1957,36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,1,0,0,0,0,1,0,66,1,354,0,11,2012,3,8,10.514990744055563,31506,708,18762,178,4717,106,0,0,1,1
1951,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,1,0,0,0,0,1,0,72,0,1331,0,21,2013,3,7,11.188330414494908,203643,9317,93170,1071,10710,490,0,0,0,1
1956,78028.0,0,1,38,158,19,288,25,0,38,1,6,4,9,7,0,0,0,0,0,1,0,0,0,1,67,1,528,1,19,2012,4,10,11.264823015614823,20064,2112,20064,152,1444,152,0,0,1,1
1972,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,0,1,0,0,51,1,1226,0,18,2012,4,11,11.038431770451629,14712,7356,67430,72,660,330,1,0,0,1
1964,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,1,0,0,0,0,0,1,59,0,1600,0,13,2014,3,7,11.357674179698938,73600,9600,108800,276,3128,408,0,0,0,1
1950,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,1,0,1,0,0,0,73,1,1477,0,21,2012,3,9,11.052792955519756,101913,5908,78281,276,3657,212,0,0,0,1
1958,71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,1,0,0,1,0,65,0,1192,1,16,2014,1,3,11.180120495696487,51256,8344,0,301,0,0,0,0,0,1
1975,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,1,0,0,0,0,1,0,48,1,140,1,7,2013,2,6,10.649227183215244,2800,140,3640,20,520,26,0,0,0,1
1949,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,1,0,0,0,0,1,74,1,121,1,6,2013,2,5,10.769957589426328,3751,242,363,62,93,6,0,1,0,1
1974,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,1,1,0,0,0,49,1,101,1,6,2012,3,9,10.146786610053903,1111,0,1515,0,165,0,0,0,0,1
1973,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,0,0,1,0,0,0,0,1,0,0,50,1,18,1,3,2013,3,8,10.210604537626516,54,0,234,0,39,0,0,0,0,1
1970,81205.0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,0,0,0,1,0,0,0,1,0,0,53,0,2009,1,18,2014,1,1,11.304732100608703,261170,12054,86387,780,5590,258,1,0,0,1
1985,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,0,0,1,0,0,0,0,1,0,38,0,2013,0,20,2013,4,10,11.196885069413392,78507,10065,148962,195,2886,370,0,0,0,1
1949,69372.0,0,0,10,997,26,269,34,13,42,1,10,4,6,4,0,0,0,1,0,0,0,1,0,0,74,0,1381,1,20,2013,1,2,11.147238606870477,58002,5524,13810,168,420,40,1,0,0,1
1991,86037.0,0,0,95,490,44,125,29,20,22,1,6,7,11,3,0,0,0,1,0,0,0,0,1,0,32,0,730,0,24,2013,1,2,11.362532715270294,16060,5110,69350,154,2090,665,0,0,0,1
1977,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,1,0,0,0,1,0,0,46,1,31,1,4,2013,4,12,10.353065235262614,217,31,744,7,168,24,0,0,0,1
1990,64509.0,0,0,19,836,185,575,24,25,77,1,6,3,9,4,0,0,0,1,0,0,0,0,1,0,33,0,1722,1,18,2013,3,8,11.074560027933499,132594,5166,32718,231,1463,57,0,0,0,1
1974,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,0,0,1,0,0,1,0,0,0,49,0,1112,1,28,2013,2,5,11.53948949609578,164576,10008,5560,1332,740,45,0,1,0,1
1985,21355.0,1,0,5,5,13,14,0,5,31,2,2,1,2,6,0,0,0,1,0,0,0,1,0,0,38,1,68,1,5,2013,3,8,9.969041183275566,2108,68,340,31,155,5,0,1,0,1
1949,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,0,0,0,1,0,0,1,0,0,74,1,1178,1,17,2012,1,1,11.048426656358938,40052,4712,3534,136,102,12,0,0,0,1
1956,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,1,0,0,0,1,0,0,67,0,1588,1,16,2014,2,4,11.411656567215656,26996,9528,3176,102,34,12,1,0,0,1
1994,95529.0,0,0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,0,1,0,0,0,0,1,0,29,0,1990,1,17,2012,1,3,11.467185145293428,47760,5970,57710,72,696,87,0,0,0,1
1975,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,0,0,1,0,0,1,0,0,48,0,2086,1,21,2012,4,12,11.431314027483245,41720,22946,52150,220,500,275,1,0,0,1
1971,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,0,0,0,0,1,0,0,1,0,0,52,1,59,1,4,2013,4,10,10.46817616619227,1062,59,590,18,180,10,0,1,0,1
1957,78499.0,0,0,12,912,72,170,47,36,97,1,11,3,4,4,0,0,0,1,0,0,0,0,1,0,66,0,1334,1,18,2013,4,11,11.270841164835856,129398,4002,16008,291,1164,36,0,0,0,1
1950,80763.0,0,0,17,674,168,108,192,42,231,1,5,11,6,3,0,0,0,1,0,0,0,1,0,0,73,0,1415,1,22,2013,3,8,11.299274218839363,326865,15565,24055,2541,3927,187,1,0,0,1
1957,50388.0,0,1,3,292,6,37,0,3,34,4,6,1,6,7,0,0,0,1,0,0,0,0,1,0,66,1,372,1,13,2014,2,5,10.827508330472194,12648,372,1116,34,102,3,0,1,0,1
1981,56937.0,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,0,0,0,0,1,0,1,0,0,42,1,906,0,23,2012,2,4,10.94970067240503,7248,5436,73386,48,648,486,0,0,1,1
1970,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,1,0,1,0,0,53,1,418,0,14,2012,3,7,10.91795707309181,9614,836,30096,46,1656,144,0,0,1,1
1969,80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,0,0,1,0,0,0,1,0,0,54,0,1757,1,24,2013,1,2,11.301611665409595,77308,8785,35140,220,880,100,1,0,0,1
1970,76467.0,1,0,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,1,0,0,0,0,1,0,53,1,1575,1,12,2012,3,8,11.244614554197703,91350,7875,69300,290,2552,220,0,0,0,1
1959,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,0,0,0,0,1,0,0,1,0,0,64,1,1526,1,22,2013,3,8,11.258291246564648,88508,10682,45780,406,1740,210,1,0,0,1
1973,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,0,0,1,0,0,0,0,1,0,0,50,1,18,1,3,2013,3,8,10.210604537626516,54,0,234,0,39,0,0,0,0,1
1953,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,0,0,1,0,0,0,1,0,0,70,0,2302,0,18,2013,2,4,11.455126846242857,395944,18416,142724,1376,10664,496,1,0,0,1
1957,36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,1,0,0,0,0,1,0,66,1,354,0,11,2012,3,8,10.514990744055563,31506,708,18762,178,4717,106,0,0,1,1
1973,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,0,0,0,0,0,1,0,0,1,0,50,1,263,0,9,2014,1,3,10.75479166289073,20777,263,21303,79,6399,81,0,0,0,1
1966,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,1,0,0,0,0,1,0,57,1,433,1,14,2013,1,3,10.520563296144777,16887,433,12990,39,1170,30,0,0,0,1
1955,49667.0,0,0,35,1181,26,120,17,13,39,2,5,10,5,8,0,0,0,0,0,1,0,0,1,0,68,0,1396,1,20,2012,3,8,10.813096007646362,54444,13960,48860,390,1365,350,0,0,0,1
1987,81361.0,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,1,0,0,1,0,0,0,36,0,778,1,26,2014,1,2,11.306651321699022,59128,7780,14004,760,1368,180,0,1,0,1
1954,85683.0,0,0,6,1296,17,311,45,69,51,1,2,4,10,1,0,0,0,1,0,0,1,0,0,0,69,0,1789,1,16,2014,1,3,11.358409718514256,91239,7156,10734,204,306,24,0,0,0,1
1971,37126.0,1,0,9,45,3,9,4,4,7,1,1,2,2,6,0,0,0,0,0,1,0,1,0,0,52,1,72,1,5,2014,1,3,10.522072811769169,504,144,648,14,63,18,0,1,0,1
1960,87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,0,0,1,0,1,0,0,0,63,0,1152,1,16,2012,3,9,11.377163013956228,92160,3456,21888,240,1520,57,0,1,0,1
1953,64504.0,1,2,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,1,0,1,0,0,70,1,1314,0,18,2013,2,4,11.074482516364858,141912,3942,106434,324,8748,243,1,0,0,1
1948,78427.0,0,0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,0,1,0,0,0,0,1,75,0,1930,1,20,2012,4,10,11.26992353480575,266340,13510,69480,966,4968,252,0,0,0,1
1972,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,0,0,0,0,1,0,0,1,0,0,51,0,2346,0,22,2013,4,10,11.328413511006964,492660,16422,187680,1470,16800,560,1,0,0,1
1981,91065.0,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,0,1,0,0,0,0,1,0,42,0,1474,1,25,2013,1,2,11.419328816232644,168036,13266,48642,1026,3762,297,0,0,0,1
1975,79205.0,0,0,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,0,1,0,0,48,0,895,0,15,2012,3,8,11.279794707122951,39380,4475,65335,220,3212,365,0,0,1,1
1970,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,0,0,0,0,0,1,0,1,0,0,53,1,184,0,7,2012,4,10,10.547890817857143,12696,368,12880,138,4830,140,0,0,1,1
1949,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,1,0,0,0,0,1,74,1,121,1,6,2013,2,5,10.769957589426328,3751,242,363,62,93,6,0,1,0,1
1996,7500.0,0,0,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,1,0,0,1,0,0,27,0,122,1,7,2012,3,9,8.922658299524402,6100,122,2928,50,1200,24,0,0,1,1
1953,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,0,0,1,0,0,0,1,0,0,70,0,2302,0,18,2013,2,4,11.455126846242857,395944,18416,142724,1376,10664,496,1,0,0,1
1979,21645.0,1,0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,1,0,0,0,1,0,0,44,1,65,0,6,2012,1,3,9.982529759876082,1235,0,4875,0,1425,0,0,0,1,1
1972,21359.0,1,0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,1,0,0,0,0,1,0,51,1,48,1,5,2013,2,4,9.969228475498804,480,0,48,0,10,0,0,0,0,1
1991,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,0,0,1,0,0,0,1,0,32,0,2525,1,17,2014,1,2,11.414628830145118,242400,10100,73225,384,2784,116,0,0,0,1
1970,93790.0,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,0,0,1,0,0,0,0,1,0,53,0,2349,1,25,2014,4,12,11.448813519502984,105705,16443,37584,315,720,112,0,0,0,1
1970,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,1,0,1,0,0,0,53,0,1812,1,15,2012,4,12,11.271859767147028,179388,10872,63420,594,3465,210,0,0,0,1
1971,25721.0,1,0,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,1,0,0,0,1,0,0,52,1,34,0,4,2013,2,5,10.155063057844572,510,34,2550,15,1125,75,0,0,0,1
1952,40442.0,1,1,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,1,0,0,1,0,0,71,1,169,0,8,2012,3,8,10.607624127895676,2197,169,8788,13,676,52,0,0,1,1
1961,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,0,0,0,0,1,0,1,0,0,62,1,1101,1,16,2012,4,10,11.05630389521775,23121,3303,52848,63,1008,144,0,0,1,1
1953,64504.0,1,2,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,1,0,1,0,0,70,1,1314,0,18,2013,2,4,11.074482516364858,141912,3942,106434,324,8748,243,1,0,0,1
1973,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,0,0,1,0,0,0,0,1,0,0,50,1,18,1,3,2013,3,8,10.210604537626516,54,0,234,0,39,0,0,0,0,1
1963,72968.0,0,0,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,0,0,1,1,0,0,0,60,0,1958,1,18,2013,4,12,11.197776267859995,107690,9790,15664,275,440,40,0,0,0,1
1959,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,1,0,0,0,0,1,64,0,835,1,18,2012,3,8,10.405807102008175,182865,835,12525,219,3285,15,0,0,0,1
1981,56337.0,1,1,25,349,16,144,28,5,182,5,8,5,4,8,0,0,0,0,1,0,0,1,0,0,42,1,724,1,17,2013,1,3,10.939106791876316,131768,3620,18100,910,4550,125,0,0,0,1
1972,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,0,1,0,0,51,1,1226,0,18,2012,4,11,11.038431770451629,14712,7356,67430,72,660,330,1,0,0,1
1952,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,1,0,0,1,0,0,71,1,275,1,11,2013,1,3,10.686841000982222,5500,550,2475,40,180,18,0,0,0,1
1962,47175.0,1,1,81,167,2,44,6,2,19,7,4,2,4,8,0,0,0,0,1,0,0,1,0,0,61,1,240,0,10,2012,4,10,10.761619370236751,4560,480,19440,38,1539,162,0,0,1,1
1953,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,0,0,0,1,0,0,0,0,1,70,0,1024,0,17,2013,1,3,11.349853441367635,73728,10240,74752,720,5256,730,0,0,0,1
1995,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,0,0,1,0,0,0,1,0,28,0,1365,0,27,2012,3,9,11.329687488391906,91455,13650,76440,670,3752,560,0,0,0,1
1980,96547.0,0,0,4,448,21,125,52,101,62,0,7,6,8,2,0,0,0,0,1,0,0,1,0,0,43,0,809,1,21,2014,2,5,11.477785215390488,50158,4854,3236,372,248,24,0,1,0,1
1978,28647.0,1,0,54,19,8,29,0,12,26,1,2,2,2,7,0,0,0,1,0,0,0,0,1,0,45,1,94,0,6,2013,3,8,10.262804004618312,2444,188,5076,52,1404,108,0,0,0,1
1963,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,1,0,0,0,1,60,1,1198,1,25,2013,1,1,10.864330911459342,208452,5990,28752,870,4176,120,0,0,0,1
1961,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,0,0,0,0,1,0,1,0,0,62,1,1101,1,16,2012,4,10,11.05630389521775,23121,3303,52848,63,1008,144,0,0,1,1
1955,82384.0,0,0,55,984,51,432,180,120,190,1,3,10,13,1,0,0,0,0,1,0,0,1,0,0,68,0,1957,0,26,2012,4,11,11.319146522285923,371830,19570,107635,1900,10450,550,0,0,0,1
1956,78028.0,0,1,38,158,19,288,25,0,38,1,6,4,9,7,0,0,0,0,0,1,0,0,0,1,67,1,528,1,19,2012,4,10,11.264823015614823,20064,2112,20064,152,1444,152,0,0,1,1
1975,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,1,0,0,0,0,1,0,48,1,140,1,7,2013,2,6,10.649227183215244,2800,140,3640,20,520,26,0,0,0,1
1983,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,0,0,0,0,0,1,0,1,0,0,40,1,63,1,4,2013,4,10,10.421358301028755,1512,63,630,24,240,10,0,0,0,1
1956,78028.0,0,1,38,158,19,288,25,0,38,1,6,4,9,7,0,0,0,0,0,1,0,0,0,1,67,1,528,1,19,2012,4,10,11.264823015614823,20064,2112,20064,152,1444,152,0,0,1,1
1979,21645.0,1,0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,1,0,0,0,1,0,0,44,1,65,0,6,2012,1,3,9.982529759876082,1235,0,4875,0,1425,0,0,0,1,1
1956,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,1,0,0,0,1,0,0,67,0,1588,1,16,2014,2,4,11.411656567215656,26996,9528,3176,102,34,12,1,0,0,1
1974,30351.0,1,0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,1,0,1,0,0,49,1,46,1,5,2013,2,6,10.320584744874001,92,0,874,0,38,0,0,0,0,1
1966,89572.0,0,0,44,606,24,974,197,194,64,1,7,7,9,4,0,0,0,0,1,0,0,0,1,0,57,0,2059,1,23,2012,3,9,11.402798050124723,131776,14413,90596,448,2816,308,0,0,0,1
1969,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,1,0,0,0,1,0,0,54,1,316,1,12,2012,4,12,10.79450150122549,0,316,2528,0,0,8,0,0,0,1
1977,20981.0,0,0,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,1,0,0,1,0,0,46,0,73,1,6,2013,2,4,9.951372545256701,2190,73,1022,30,420,14,0,0,0,1
1974,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,0,0,1,0,0,1,0,0,0,49,0,1112,1,28,2013,2,5,11.53948949609578,164576,10008,5560,1332,740,45,0,1,0,1
1963,34213.0,1,1,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,1,0,0,0,0,0,1,60,1,117,1,6,2012,3,7,10.440360967783612,3042,117,234,26,52,2,0,0,0,1
1949,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,1,0,0,1,0,0,74,0,1008,1,24,2013,2,6,11.310784800744297,47376,8064,4032,376,188,32,0,1,0,1
1969,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,1,0,0,1,0,54,0,882,0,22,2012,3,9,10.783943831401068,36162,2646,64386,123,2993,219,0,0,1,1
1972,27213.0,1,0,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,1,0,0,1,0,51,1,70,1,6,2012,3,8,10.211450079283054,210,0,1330,0,57,0,0,0,0,1
1985,37929.0,0,0,49,202,2,46,3,2,10,2,4,2,5,7,0,0,0,0,0,1,0,0,1,0,38,0,265,1,11,2013,3,7,10.543471269980007,2650,530,12985,20,490,98,0,0,0,1
1986,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,1,0,0,0,1,0,37,1,213,1,8,2012,4,12,9.993693820422276,13632,213,3195,64,960,15,0,0,0,1
1966,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,1,0,0,0,0,1,0,57,1,433,1,14,2013,1,3,10.520563296144777,16887,433,12990,39,1170,30,0,0,0,1
1983,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,0,1,0,0,0,1,0,0,40,0,2130,1,18,2012,3,9,11.273233236517111,513330,12780,27690,1446,3133,78,1,0,0,1
1983,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,0,1,0,0,0,1,0,40,0,1104,1,15,2013,1,1,11.310784800744297,49680,2208,1104,90,45,2,0,1,0,1
1984,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,1,0,1,0,0,39,0,1828,0,17,2012,4,10,11.165394303232237,60324,14624,120648,264,2178,528,1,0,0,1
1973,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,0,0,1,0,0,0,0,0,1,50,1,656,1,18,2012,3,7,11.005560512833219,38704,1968,8528,177,767,39,0,1,0,1
1949,49912.0,0,1,5,520,8,223,32,49,42,4,10,5,7,8,0,0,0,0,1,0,0,1,0,0,74,1,874,1,22,2012,3,7,10.818016733790623,36708,4370,4370,210,210,25,0,0,0,1
1958,75154.0,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,1,0,0,0,1,0,65,1,1143,0,15,2012,2,4,11.227294620644194,93726,3429,90297,246,6478,237,0,0,1,1
1956,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,1,0,0,0,1,0,0,67,0,1588,1,16,2014,2,4,11.411656567215656,26996,9528,3176,102,34,12,1,0,0,1
1967,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,0,0,0,0,0,1,0,1,0,0,56,1,1529,0,32,2013,1,2,11.26145959665143,41283,15290,148313,270,2619,970,1,0,0,1
1956,64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,1,0,0,0,1,0,0,67,1,797,1,19,2013,3,7,11.068043624498273,107595,7173,6376,1215,1080,72,0,1,0,1
1969,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,0,0,0,1,0,0,0,0,1,54,1,1461,0,21,2012,4,11,11.117940250442434,61362,5844,118341,168,3402,324,0,0,0,1
1977,96876.0,0,0,79,908,43,735,40,194,21,1,7,7,9,2,0,0,0,1,0,0,0,1,0,0,46,0,1941,0,23,2013,2,6,11.481187089183015,40761,13587,153339,147,1659,553,1,0,0,1
1983,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,0,1,0,0,0,1,0,40,0,1104,1,15,2013,1,1,11.310784800744297,49680,2208,1104,90,45,2,0,1,0,1
1971,43300.0,0,1,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,1,0,0,1,0,0,0,52,1,180,0,8,2012,4,10,10.675907913990581,5580,0,15660,0,2697,0,0,0,1,1
1982,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,0,1,0,0,0,1,0,0,41,0,1555,1,19,2012,3,9,11.143440247294745,147725,9330,15550,570,950,60,1,0,0,1
1953,36957.0,1,1,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,1,1,0,0,0,70,1,152,1,7,2012,2,6,10.517510353630083,4712,304,6536,62,1333,86,0,0,1,1
1959,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,0,0,1,0,0,0,1,0,0,64,1,1957,0,19,2013,2,5,11.382486428935865,64581,19570,119377,330,2013,610,1,0,0,1
1996,7500.0,0,0,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,1,0,0,1,0,0,27,0,122,1,7,2012,3,9,8.922658299524402,6100,122,2928,50,1200,24,0,0,1,1
1970,64713.0,1,0,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,1,0,0,1,0,0,0,53,1,602,1,17,2014,3,7,11.077717387662826,32508,3010,6622,270,594,55,0,1,0,1
1970,81205.0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,0,0,0,1,0,0,0,1,0,0,53,0,2009,1,18,2014,1,1,11.304732100608703,261170,12054,86387,780,5590,258,1,0,0,1
1984,79607.0,0,0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,1,0,0,0,0,1,0,39,0,1923,1,15,2013,2,4,11.284857307664499,415368,11538,71151,1296,7992,222,0,0,0,1
1957,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,0,0,0,0,1,0,0,1,0,0,66,0,1853,1,24,2012,2,6,11.318697305069707,116739,12971,70414,441,2394,266,1,0,0,1
1963,34213.0,1,1,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,1,0,0,0,0,0,1,60,1,117,1,6,2012,3,7,10.440360967783612,3042,117,234,26,52,2,0,0,0,1
1975,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,1,0,0,1,0,0,48,1,69,1,6,2013,3,9,9.767610553984774,2070,69,828,30,360,12,0,1,0,1
1953,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,0,0,1,0,0,0,1,0,0,70,0,2302,0,18,2013,2,4,11.455126846242857,395944,18416,142724,1376,10664,496,1,0,0,1
1987,42000.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0,0,1,0,36,0,653,1,18,2013,4,10,10.645424897265505,22855,1306,15019,70,805,46,0,0,0,1
1971,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,1,0,0,0,1,0,0,52,1,318,1,12,2013,1,1,10.451608961045816,4770,636,2544,30,120,16,0,0,0,1
